1500
3	8	11
2	17	4
8	20	17
12	16	12
8	5	14
20	19	17
14	4	2
19	13	12
5	5	11
5	10	17
12	3	4
5	20	9
16	6	10
11	8	15
11	14	15
4	4	15
14	2	2
3	2	16
11	14	12
5	12	17
18	17	2
19	18	13
20	8	6
6	4	15
20	13	18
15	16	11
6	6	8
16	17	15
18	9	18
9	3	16
4	17	19
2	16	17
14	5	8
3	14	13
17	11	5
7	7	11
17	15	20
4	3	12
16	8	10
20	19	12
3	4	7
13	2	4
4	6	9
17	3	9
15	16	12
8	12	19
15	16	8
18	12	20
7	2	18
20	16	1
11	12	3
8	11	1
10	1	8
20	14	13
5	4	15
20	10	5
11	9	14
1	14	2
16	14	2
19	3	7
6	20	5
20	13	7
20	5	10
11	11	18
3	7	4
16	3	4
17	3	11
3	8	20
1	5	11
6	16	16
16	4	5
10	20	20
20	8	2
20	14	16
12	10	1
13	6	20
3	11	5
6	18	20
9	14	1
9	17	5
6	15	2
18	17	13
14	2	9
2	19	14
18	14	20
10	9	10
8	18	20
3	20	10
15	10	15
4	13	16
17	9	10
19	2	10
15	1	2
6	9	20
13	2	18
3	4	18
7	7	3
17	16	13
8	18	3
15	5	15
12	12	16
11	7	19
3	8	15
11	7	6
15	1	1
10	1	1
14	7	20
9	12	3
9	1	13
9	17	19
10	5	20
1	9	9
2	12	5
13	14	4
1	2	3
17	11	9
4	14	5
20	5	10
2	6	18
14	15	16
15	5	10
12	18	9
1	14	2
17	4	7
4	1	18
2	20	14
11	10	19
7	1	9
14	4	1
20	5	3
20	2	2
5	17	9
12	2	19
7	18	17
11	15	10
9	8	8
1	4	15
5	6	9
2	4	17
1	17	4
17	4	11
17	18	14
19	12	9
15	15	17
4	17	12
15	13	14
11	9	11
5	20	17
7	1	8
14	1	1
2	20	20
2	18	20
2	12	12
4	9	9
5	7	6
12	1	13
7	20	11
12	2	18
10	6	9
18	15	15
8	6	16
11	9	6
15	3	2
11	18	3
13	20	14
5	16	20
6	18	11
11	13	10
3	20	19
6	13	18
18	10	15
2	16	6
16	3	2
11	13	9
14	18	17
19	13	13
1	18	17
9	6	6
18	9	3
18	5	1
18	12	7
2	12	18
13	1	15
5	2	20
6	16	18
3	19	3
12	13	11
12	19	20
13	9	4
14	14	19
12	16	8
19	4	5
4	12	10
11	12	9
8	15	13
5	8	16
10	14	4
17	20	20
18	10	19
19	4	13
4	4	3
6	17	17
12	19	16
17	15	17
8	7	16
1	15	18
6	14	4
14	17	14
19	2	19
17	19	14
20	18	9
14	10	4
13	20	2
13	1	18
11	3	3
18	4	13
14	14	8
12	18	13
3	19	15
2	11	14
3	19	19
18	2	20
16	13	16
17	1	14
1	8	18
4	11	2
5	20	5
17	7	1
18	12	15
20	8	7
6	4	15
20	7	1
17	1	1
17	6	20
20	15	13
14	14	15
13	5	6
3	5	4
17	19	20
5	13	8
8	14	10
7	5	19
19	14	20
8	1	2
1	14	3
9	17	11
6	18	10
12	17	15
18	6	8
11	12	8
18	20	2
3	19	7
15	15	5
2	14	6
11	16	15
10	20	8
11	19	3
2	2	10
2	8	9
6	11	6
19	3	2
14	9	11
9	9	18
12	4	2
4	5	19
6	17	7
14	20	11
13	5	16
1	7	18
4	11	8
10	20	18
1	5	14
15	17	18
15	10	16
4	12	1
14	15	20
16	18	3
18	2	18
19	11	12
13	17	15
19	3	1
5	11	7
2	7	16
3	6	3
9	17	20
2	5	15
7	7	19
3	13	5
15	9	6
9	19	3
18	7	14
19	13	9
2	12	13
14	5	18
5	4	2
11	7	14
15	20	17
9	15	3
8	3	10
12	16	15
18	3	8
14	2	18
20	16	17
17	13	7
6	13	13
8	11	1
5	13	9
16	1	17
11	18	17
16	14	12
1	6	5
1	17	16
18	20	15
6	17	2
8	18	16
19	11	13
19	20	6
12	11	16
5	7	8
10	8	8
20	17	14
4	12	15
4	13	7
18	15	6
10	12	10
14	18	2
8	4	4
5	10	7
16	13	15
1	14	7
10	12	14
13	3	8
6	7	18
18	10	16
20	6	18
19	7	6
16	15	8
14	10	15
10	15	3
3	19	14
13	12	10
14	19	7
14	7	6
4	3	16
1	18	1
6	13	7
6	6	10
2	17	5
17	7	20
10	1	15
2	18	17
4	7	4
1	10	6
17	16	17
13	2	12
18	13	5
6	9	13
16	12	17
1	7	18
19	12	12
7	6	11
9	18	11
3	3	18
2	13	4
10	3	16
19	11	5
17	10	18
3	12	3
7	7	18
7	13	14
6	11	1
1	1	3
13	18	9
14	15	6
7	11	1
8	4	1
12	3	12
2	16	11
3	19	16
15	6	4
17	13	1
15	15	13
12	12	3
7	8	4
17	11	6
10	2	13
20	17	5
10	5	20
3	16	16
13	18	11
2	7	1
10	13	14
17	6	3
18	5	3
11	5	14
1	13	17
19	4	2
13	10	8
1	2	4
15	5	17
7	4	15
3	10	11
15	20	7
9	18	3
20	19	7
1	6	7
3	19	16
9	6	3
17	16	1
14	6	16
13	2	15
15	2	3
14	12	3
19	13	11
11	17	7
8	2	17
13	17	20
16	19	7
1	9	12
16	2	15
3	1	19
4	4	17
1	9	13
4	9	5
17	19	16
8	1	17
12	16	15
9	6	1
3	11	1
11	20	8
11	5	8
3	6	18
11	18	6
2	3	18
9	5	18
14	2	16
2	20	8
13	4	18
13	18	12
18	19	17
10	19	3
14	1	17
15	3	17
12	4	20
1	6	9
5	18	3
11	16	15
10	14	16
4	10	11
20	12	12
13	18	12
4	16	8
16	3	9
7	14	18
20	4	18
7	20	10
16	1	3
14	17	7
6	10	9
7	3	11
19	6	11
6	8	10
8	5	6
10	13	14
1	1	6
13	16	9
9	12	1
9	3	9
3	20	9
1	15	19
13	9	18
19	19	6
3	14	11
7	20	11
19	2	18
13	19	6
15	19	1
5	5	2
2	12	9
15	13	11
8	11	8
9	14	17
8	11	1
11	11	4
16	1	8
16	5	8
15	13	3
1	9	13
20	19	19
10	13	2
3	3	7
17	15	6
10	5	14
18	10	1
17	13	18
1	2	6
11	5	5
2	7	15
9	16	5
11	15	20
9	9	16
8	7	1
5	2	6
10	11	19
18	12	4
20	11	20
18	4	4
1	20	1
16	19	4
1	18	14
3	3	8
9	19	12
10	6	9
6	5	13
4	7	10
6	1	18
4	8	20
10	2	7
1	5	17
16	14	2
3	6	17
17	12	8
20	16	19
20	2	18
8	3	13
7	18	18
12	5	3
7	17	8
18	4	4
10	17	1
1	5	15
17	5	15
1	13	11
16	11	6
17	4	18
4	8	7
13	6	13
8	3	4
14	20	5
15	14	10
3	20	6
19	15	18
7	3	16
16	2	14
4	15	20
6	16	6
16	8	17
2	8	12
17	17	1
9	7	2
18	8	19
5	5	13
18	17	19
11	2	17
16	4	3
2	8	13
13	6	6
20	13	20
2	12	2
3	20	4
18	19	14
17	7	12
18	4	19
17	11	5
20	20	7
2	7	17
3	6	4
13	17	10
17	20	2
12	15	19
17	8	1
4	16	16
1	1	8
13	11	5
20	4	12
15	3	20
9	17	10
1	10	20
16	1	16
10	7	13
10	4	15
19	19	5
18	1	19
11	6	6
10	18	7
15	8	16
3	3	20
19	16	17
14	5	3
15	4	11
14	17	10
13	8	15
11	1	12
8	4	11
3	13	1
1	16	12
15	6	16
16	6	12
7	2	16
10	14	6
4	10	16
9	14	1
12	17	9
17	13	11
5	10	13
20	7	5
5	11	17
18	19	3
7	17	18
5	8	20
20	13	19
2	11	3
18	9	10
9	10	1
18	3	13
20	14	1
4	12	10
12	4	5
16	20	11
19	12	11
4	11	20
9	2	13
1	19	20
19	4	14
17	5	13
14	11	14
9	14	12
12	14	1
14	9	9
9	19	2
3	7	7
5	5	5
10	1	20
4	12	20
8	2	1
1	19	9
1	1	10
1	20	10
20	10	2
8	19	2
2	5	14
18	4	1
11	17	5
5	17	12
9	18	18
5	12	18
7	2	20
14	14	14
6	20	17
7	7	11
2	4	5
13	2	10
18	11	15
15	13	18
10	14	8
8	4	16
17	11	2
5	9	15
3	11	12
20	11	11
17	5	14
17	2	9
5	18	6
7	6	14
3	17	9
1	8	20
11	4	17
14	13	15
3	3	1
18	13	2
8	7	7
12	10	8
17	14	9
20	11	13
17	9	9
6	2	14
4	19	3
16	16	9
6	15	17
5	1	4
16	12	2
1	2	11
18	12	6
9	6	6
15	19	14
9	18	2
11	3	5
6	8	17
1	6	16
19	15	2
5	16	11
20	19	4
1	12	3
6	10	14
6	14	16
16	12	12
15	16	19
6	9	16
9	4	7
8	20	4
8	19	20
7	1	9
10	10	20
11	12	15
6	5	13
17	1	15
18	8	11
4	17	19
10	14	8
9	8	9
8	2	15
3	2	10
1	5	4
14	3	14
7	14	18
13	12	12
1	10	20
4	14	4
1	19	11
4	12	7
16	14	12
17	11	5
15	10	7
3	5	3
1	16	12
19	3	10
7	3	4
6	15	2
16	4	10
6	7	14
13	6	3
1	6	14
19	6	14
13	15	3
4	4	16
5	20	12
16	16	16
5	1	1
5	3	9
9	14	4
2	3	8
9	1	18
16	8	13
18	12	13
7	20	11
12	15	2
18	16	4
19	15	9
7	1	3
19	15	11
13	20	15
14	20	12
11	16	9
9	18	5
13	11	2
7	12	11
15	13	5
13	3	12
14	17	19
11	19	6
20	14	6
17	12	3
5	20	7
3	16	17
5	11	6
9	8	3
2	19	20
10	3	2
9	18	14
15	16	17
20	2	6
19	1	6
5	5	16
18	10	12
2	8	4
18	1	6
20	7	1
4	17	11
10	18	19
13	19	19
9	17	18
17	13	15
10	4	13
8	6	19
9	18	16
12	11	3
14	11	17
2	13	7
9	9	19
7	8	5
15	19	8
16	1	16
3	1	4
7	8	8
11	12	1
13	12	2
12	13	11
5	17	18
17	12	2
3	13	19
5	13	11
1	3	19
19	5	15
17	14	20
2	3	11
7	13	14
18	12	18
10	1	12
13	19	8
9	17	12
3	8	19
2	7	17
5	12	16
11	7	18
19	15	8
8	20	19
16	5	15
13	1	17
19	14	3
5	20	11
4	1	19
17	7	19
20	17	2
20	3	7
6	14	15
16	10	4
11	6	7
16	12	20
19	11	18
4	14	10
6	18	16
3	13	6
14	7	5
3	3	17
2	4	11
18	11	6
8	16	19
20	4	5
7	17	11
15	6	13
13	2	1
1	13	15
16	2	9
5	6	15
13	16	18
15	6	3
1	10	8
10	3	16
19	15	17
4	8	8
5	2	10
6	1	20
20	2	12
8	16	19
13	14	13
17	10	9
13	4	3
7	14	12
20	4	5
4	16	5
20	19	12
8	8	5
1	1	10
3	14	13
16	6	2
11	11	18
15	16	10
20	18	3
2	11	15
13	17	19
2	9	1
5	9	18
6	2	3
1	15	4
6	6	14
16	16	16
4	9	6
14	10	20
3	8	8
6	13	6
3	9	4
19	18	8
12	2	15
17	16	9
20	3	19
18	13	11
15	13	1
9	13	20
7	20	18
3	14	13
1	17	10
20	17	20
17	7	19
6	14	16
16	10	1
5	20	19
19	7	8
15	8	11
12	2	15
3	4	17
14	9	19
5	13	1
2	14	20
12	12	15
4	8	17
9	9	5
3	2	8
6	16	7
12	4	12
17	10	17
14	17	12
12	9	1
9	2	6
12	20	8
19	19	18
3	15	1
3	4	20
16	7	1
16	16	13
4	9	14
12	17	4
3	6	9
2	8	11
9	1	18
8	14	9
15	14	16
18	4	12
17	18	18
14	2	16
20	17	4
16	10	11
5	5	18
1	9	5
2	14	2
17	20	7
17	7	3
19	13	16
18	16	15
19	1	20
19	12	1
14	13	17
10	20	12
5	14	16
13	15	16
18	19	11
18	15	12
2	14	12
6	6	3
1	15	11
10	10	10
14	20	14
13	15	5
15	8	15
1	14	1
1	4	6
2	18	10
6	13	1
15	8	13
7	13	6
17	14	17
16	16	13
13	1	16
9	3	20
5	5	19
5	9	8
10	9	2
6	10	1
17	1	13
11	17	13
12	9	20
8	14	17
2	20	19
6	19	11
6	10	17
9	6	18
14	2	13
18	15	3
14	17	13
5	16	1
14	1	5
9	19	17
6	14	2
6	3	19
20	17	16
4	19	8
7	13	6
13	8	20
15	11	16
15	10	8
5	17	5
14	18	8
20	8	15
8	10	17
15	3	2
3	2	12
20	9	17
11	4	20
19	19	7
19	4	1
12	20	1
2	9	19
1	17	7
8	10	5
5	20	14
9	7	1
1	15	5
14	3	4
14	16	20
20	12	10
6	3	11
1	8	11
3	4	14
6	15	7
19	2	18
18	3	5
7	17	8
2	10	11
9	13	13
7	8	11
3	9	12
11	16	2
17	12	9
2	12	20
7	12	12
14	9	5
1	3	3
1	13	14
2	15	12
11	4	11
19	8	13
17	19	20
14	7	18
20	14	20
16	5	16
17	20	15
2	15	11
16	2	12
20	7	17
4	5	12
20	15	20
5	11	17
17	19	12
9	5	4
4	13	11
2	8	18
7	5	4
2	13	9
15	3	16
19	8	6
13	8	8
11	11	18
5	15	3
3	13	20
11	10	15
10	3	1
15	9	14
7	14	14
8	14	11
13	4	9
6	14	8
16	19	16
14	10	17
3	10	11
6	1	12
4	6	5
5	14	20
17	11	8
9	10	15
7	3	16
19	12	19
10	11	2
3	14	19
5	7	16
20	6	14
18	1	18
10	4	13
19	11	10
16	16	8
8	1	20
13	18	14
10	3	14
15	14	16
10	10	13
19	14	3
12	10	6
5	7	4
20	20	18
4	13	19
10	19	11
4	13	11
4	8	6
18	11	19
17	17	11
2	4	8
17	4	2
19	6	14
19	2	13
17	16	7
12	11	3
12	16	8
1	7	12
20	4	19
2	17	19
5	7	6
4	3	13
15	10	3
1	19	3
12	7	8
1	7	6
13	12	12
8	2	9
10	12	13
18	9	6
20	7	9
6	5	5
6	7	16
12	9	3
20	17	19
4	15	16
16	16	1
15	16	19
8	12	2
6	10	5
13	10	6
15	9	6
11	10	13
6	4	14
3	18	13
12	4	5
5	1	15
11	13	4
20	6	18
4	20	5
4	3	10
17	12	20
20	4	2
4	17	6
11	12	18
14	19	17
7	17	16
2	1	5
13	12	6
15	13	3
16	15	1
2	8	9
15	10	1
19	18	17
6	18	14
5	8	7
4	13	8
11	6	9
19	8	2
18	15	4
14	20	5
12	1	5
15	2	19
5	7	13
20	11	13
16	14	12
17	13	16
9	8	5
7	5	2
3	14	4
15	10	12
1	6	12
3	19	4
11	12	5
5	18	19
14	18	4
18	14	15
4	15	6
7	12	2
4	18	5
12	10	6
14	11	3
6	7	19
8	9	4
14	20	12
14	4	11
18	13	6
16	3	17
12	1	2
6	12	13
7	19	12
12	17	3
15	19	9
7	2	16
6	9	20
6	8	2
12	8	19
5	19	18
19	7	18
7	15	18
15	15	5
10	14	15
8	7	8
20	6	14


